user_id,patient_id,session_count,avg_session_time,dropped_out
1282,2098,6,34,0
1283,1223,34,40,0
1284,1668,15,59,0
1285,2670,26,24,0
1286,606,13,47,0
1287,2464,38,34,0
1288,386,28,53,0
1289,939,27,1,0
1290,1227,13,44,0
1291,5,4,55,1
1292,533,9,58,1
1293,1520,46,30,0
1294,581,47,48,0
1295,2012,22,27,0
1296,214,11,38,0
1297,575,38,11,1
1298,131,34,6,0
1299,2075,45,52,1
1300,2209,45,45,0
1301,694,49,45,0
1302,1901,39,37,0
1303,1603,2,40,0
1304,2908,46,25,0
1305,1789,13,26,0
1306,2250,9,42,0
1307,1917,44,45,0
1308,2740,15,11,0
1309,2575,37,1,0
1310,281,35,49,0
1311,2241,44,16,0
1312,2782,20,34,0
1313,1683,16,51,0
1314,705,47,16,0
1315,1977,35,27,0
1316,2179,33,19,1
1317,2593,34,51,1
1318,1353,11,50,1
1319,713,48,30,0
1320,470,11,35,0
1321,2987,45,45,0
1322,2703,47,22,0
1323,2297,40,29,1
1324,496,47,31,1
1325,1652,5,26,0
1326,129,40,59,0
1327,1277,2,25,0
1328,2639,38,41,0
1329,2701,6,20,0
1330,742,24,13,0
1331,366,38,13,0
1332,2492,49,20,0
1333,96,22,36,0
1334,2707,12,7,0
1335,2568,24,20,1
1336,30,49,53,0
1337,1199,4,6,0
1338,727,49,25,0
1339,2783,45,38,0
1340,402,26,33,0
1341,943,47,2,0
1342,521,12,12,1
1343,956,38,47,0
1344,51,22,54,0
1345,1390,41,23,0
1346,2031,25,46,1
1347,610,25,48,1
1348,2798,31,7,0
1349,1396,7,7,0
1350,2091,47,36,1
1351,958,38,40,1
1352,1828,38,55,0
1353,2946,36,52,0
1354,2120,10,3,0
1355,1490,32,15,0
1356,1891,1,57,1
1357,2079,39,41,0
1358,1899,33,50,0
1359,1823,38,26,1
1360,2456,16,46,0
1361,1142,14,24,1
1362,399,31,56,0
1363,1801,39,14,1
1364,2017,9,51,0
1365,2998,2,19,0
1366,848,5,53,1
1367,501,33,29,1
1368,1585,21,54,0
1369,2871,39,2,0
1370,292,3,59,1
1371,2791,32,21,0
1372,98,11,12,1
1373,893,22,25,0
1374,857,17,39,0
1375,441,24,22,0
1376,1027,8,21,0
1377,1736,34,22,0
1378,612,7,19,0
1379,2648,2,22,0
1380,2676,46,44,0
1381,2775,19,44,1
1382,350,26,44,0
1383,1092,9,21,0
1384,843,14,55,0
1385,2178,25,47,0
1386,485,21,41,0
1387,116,41,28,0
1388,388,41,16,0
1389,2714,21,3,1
1390,2310,45,35,1
1391,1938,30,52,0
1392,746,40,43,0
1393,1486,35,39,0
1394,582,20,25,0
1395,683,34,18,0
1396,722,45,40,0
1397,50,30,15,1
1398,1878,21,44,1
1399,2958,5,33,0
1400,621,34,57,0
1401,1982,20,3,0
1402,703,17,59,0
1403,195,22,18,1
1404,2411,29,22,0
1405,2401,35,43,0
1406,1102,49,14,1
1407,2146,31,34,1
1408,97,6,14,0
1409,1726,21,51,0
1410,2963,14,54,0
1411,194,46,7,0
1412,2387,11,34,0
1413,832,8,21,0
1414,1345,48,24,0
1415,544,6,36,1
1416,2848,21,17,1
1417,2059,29,41,0
1418,2098,14,20,1
1419,2345,14,35,0
1420,770,40,46,0
1421,2997,15,24,0
1422,1667,22,49,0
1423,2423,16,7,0
1424,47,12,37,0
1425,591,28,52,0
1426,314,21,9,0
1427,2447,42,35,0
1428,2126,10,6,0
1429,1356,35,52,0
1430,1451,2,3,0
1431,1595,4,18,0
1432,1591,49,1,0
1433,590,34,17,0
1434,2698,35,53,0
1435,537,41,33,0
1436,2254,16,18,0
1437,1756,14,28,0
1438,2847,8,26,1
1439,1005,14,10,0
1440,2738,44,45,1
1441,1814,1,20,0
1442,1224,2,25,0
1443,1438,30,3,0
1444,1914,5,42,0
1445,1026,25,25,0
1446,2823,38,45,1
1447,235,19,34,0
1448,853,20,7,0
1449,2450,41,14,0
1450,1626,14,9,1
1451,2583,44,26,0
1452,2378,38,48,0
1453,2922,3,16,0
1454,1452,25,40,0
1455,6,49,20,0
1456,2875,37,37,0
1457,2783,8,50,1
1458,451,34,24,0
1459,1184,39,37,0
1460,2301,13,40,0
1461,1890,42,17,0
1462,1534,1,26,0
1463,316,31,48,1
1464,2110,25,39,1
1465,2920,33,28,0
1466,1292,16,57,0
1467,490,18,10,0
1468,2498,39,36,0
1469,2176,11,6,0
1470,634,10,10,0
1471,599,24,6,0
1472,2910,25,7,0
1473,2214,23,56,0
1474,1414,48,8,0
1475,1256,36,43,0
1476,456,3,48,0
1477,2702,17,40,0
1478,2502,46,44,0
1479,2103,44,23,0
1480,1998,17,9,0
1481,613,11,27,1
1482,2393,6,34,0
1483,1451,15,45,1
1484,174,9,36,1
1485,792,41,28,1
1486,454,43,3,1
1487,1389,30,13,1
1488,2009,47,48,1
1489,1488,45,57,1
1490,2624,44,40,0
1491,1696,36,22,0
1492,386,10,14,0
1493,1029,24,39,0
1494,545,12,19,0
1495,1505,8,20,0
1496,2521,26,22,0
1497,2529,45,43,0
1498,2559,11,13,1
1499,45,48,32,1
1500,2045,22,31,0
1501,111,14,12,0
1502,1534,1,20,1
1503,2323,49,26,1
1504,2143,49,12,0
1505,950,1,20,1
1506,1481,37,11,1
1507,1937,26,48,1
1508,2262,2,13,1
1509,2151,39,54,1
1510,1758,8,37,0
1511,2887,42,8,0
1512,1717,14,15,0
1513,1497,8,53,0
1514,2958,17,32,0
1515,656,6,45,1
1516,1767,14,43,0
1517,271,22,25,0
1518,1270,2,4,0
1519,733,45,49,0
1520,2330,12,30,0
1521,2975,44,22,0
1522,584,43,58,0
1523,1579,24,50,0
1524,46,24,41,1
1525,756,39,31,0
1526,306,47,37,0
1527,419,31,14,1
1528,1650,9,39,0
1529,2046,33,54,0
1530,864,11,10,0
1531,2482,24,35,0
1532,1923,11,58,0
1533,1041,15,34,1
1534,1432,34,23,0
1535,1046,23,24,0
1536,375,27,29,0
1537,359,43,10,0
1538,829,42,11,0
1539,2960,29,37,0
1540,2368,28,32,1
1541,2668,37,10,0
1542,2391,12,2,0
1543,1172,49,24,0
1544,1385,17,36,0
1545,76,8,3,0
1546,2650,20,2,0
1547,1011,35,17,1
1548,2909,41,34,0
1549,2595,46,34,0
1550,1131,48,25,0
1551,560,39,40,1
1552,2986,34,12,0
1553,189,1,58,1
1554,1895,15,30,0
1555,1425,37,23,1
1556,783,7,18,0
1557,1290,26,44,0
1558,230,9,11,1
1559,374,29,55,0
1560,2497,32,47,0
1561,2722,9,56,1
1562,480,31,9,0
1563,1405,49,5,0
1564,2307,40,7,0
1565,1198,45,44,0
1566,1944,37,31,1
1567,418,5,9,0
1568,2006,21,9,0
1569,1553,39,48,1
1570,2175,48,38,0
1571,383,23,17,0
1572,2608,24,31,0
1573,2434,17,55,0
1574,2460,9,25,0
1575,1244,38,28,0
1576,882,23,3,0
1577,2982,5,6,0
1578,1709,3,3,0
1579,367,37,4,0
1580,1247,8,57,0
1581,1165,9,8,0
1582,2656,47,12,0
1583,2291,20,27,0
1584,594,24,6,0
1585,31,12,6,1
1586,2351,26,40,1
1587,1232,25,16,1
1588,158,8,38,1
1589,2985,23,12,0
1590,1792,26,12,0
1591,385,22,31,0
1592,1031,21,15,0
1593,1438,28,42,0
1594,2106,40,44,1
1595,2266,19,26,1
1596,2666,33,22,0
1597,21,41,14,0
1598,493,12,4,0
1599,822,9,47,1
1600,1288,33,17,0
1601,1845,38,52,0
1602,989,19,32,0
1603,1146,16,48,0
1604,2208,8,40,1
1605,463,35,17,0
1606,2715,43,4,0
1607,234,27,11,1
1608,2550,20,50,0
1609,1759,20,55,0
1610,568,49,2,1
1611,2891,41,58,0
1612,137,18,49,0
1613,1690,5,48,0
1614,1294,16,34,0
1615,2811,15,38,1
1616,195,7,31,1
1617,206,25,51,0
1618,418,37,8,0
1619,1443,5,22,0
1620,1442,5,52,0
1621,2756,44,1,0
1622,2036,40,7,0
1623,2330,37,28,0
1624,625,35,35,0
1625,2700,44,42,0
1626,198,32,40,1
1627,2867,3,55,0
1628,1178,36,57,0
1629,2923,18,18,1
1630,1486,43,3,0
1631,431,17,53,0
1632,1696,17,35,0
1633,514,2,43,0
1634,628,37,42,0
1635,686,15,6,0
1636,199,35,35,0
1637,2180,42,9,0
1638,2809,11,20,1
1639,2391,44,14,0
1640,498,45,46,1
1641,327,15,3,1
1642,837,18,52,0
1643,519,22,7,0
1644,1813,32,56,0
1645,1371,14,9,0
1646,756,23,49,0
1647,319,2,3,0
1648,1189,8,20,1
1649,2274,13,3,0
1650,550,3,39,1
1651,2611,19,11,0
1652,510,18,6,0
1653,685,12,42,1
1654,16,4,13,1
1655,1876,15,50,0
1656,2697,23,51,1
1657,2787,33,12,0
1658,1863,11,41,0
1659,1558,2,21,0
1660,1464,19,23,0
1661,134,10,45,0
1662,1399,5,8,0
1663,386,11,47,0
1664,2655,13,19,1
1665,2714,10,14,0
1666,792,19,25,1
1667,1509,49,3,0
1668,939,32,37,0
1669,1002,12,9,1
1670,2819,27,35,0
1671,597,7,7,0
1672,772,25,18,0
1673,748,33,46,0
1674,1955,16,40,0
1675,245,8,10,0
1676,2647,4,51,0
1677,2562,16,15,0
1678,114,43,54,0
1679,1969,34,13,0
1680,2501,34,47,0
1681,1366,34,17,0
1682,1925,5,12,1
1683,2006,34,15,0
1684,535,2,43,0
1685,2823,25,13,0
1686,2363,32,11,0
1687,936,17,6,0
1688,2838,1,5,0
1689,849,23,58,1
1690,79,1,6,0
1691,2932,28,55,0
1692,912,6,54,0
1693,96,36,29,0
1694,1395,47,33,1
1695,847,18,27,1
1696,2281,36,6,1
1697,2774,16,30,0
1698,217,10,51,1
1699,279,20,53,0
1700,1716,25,45,0
1701,1666,42,55,1
1702,854,43,27,0
1703,453,22,9,0
1704,979,45,39,1
1705,1165,37,53,1
1706,636,12,50,0
1707,324,11,3,0
1708,2540,32,24,1
1709,2667,47,14,0
1710,1883,38,41,0
1711,1584,41,26,0
1712,2793,20,35,0
1713,1579,40,26,1
1714,1318,21,4,0
1715,245,36,21,0
1716,88,23,12,0
1717,2542,42,47,0
1718,240,46,42,0
1719,1037,2,57,0
1720,1574,42,43,1
1721,82,36,56,1
1722,1811,10,36,0
1723,605,17,42,0
1724,2979,46,27,0
1725,2969,5,4,0
1726,738,24,46,1
1727,223,5,40,0
1728,2205,29,54,0
1729,1177,49,54,1
1730,1057,36,1,1
1731,674,26,19,0
1732,1962,22,9,0
1733,172,17,47,0
1734,2659,11,34,0
1735,269,22,39,0
1736,1480,42,44,0
1737,833,15,17,0
1738,219,6,53,1
1739,1375,3,34,0
1740,1706,36,55,1
1741,904,2,8,0
1742,1804,16,36,0
1743,1737,42,34,0
1744,1997,20,46,1
1745,276,14,30,0
1746,645,21,57,1
1747,1314,40,41,0
1748,2049,28,20,1
1749,536,24,14,0
1750,2794,24,8,0
1751,1082,17,19,0
1752,2395,32,56,0
1753,2749,31,52,1
1754,1258,24,19,0
1755,2658,31,29,1
1756,2371,38,47,0
1757,2694,35,49,0
1758,1150,13,23,0
1759,2601,40,20,0
1760,965,14,36,1
1761,2227,5,31,0
1762,1297,6,18,0
1763,2374,25,6,1
1764,2862,12,2,0
1765,1446,42,11,0
1766,498,14,54,0
1767,1197,35,13,1
1768,1900,3,20,1
1769,519,47,28,0
1770,592,18,49,0
1771,2281,9,42,0
1772,1020,9,32,0
1773,2168,4,46,0
1774,343,46,41,0
1775,1379,3,36,0
1776,2832,25,22,1
1777,1948,31,23,0
1778,2660,1,47,0
1779,9,31,11,0
1780,2152,42,4,1
1781,2701,12,12,0
1782,676,24,57,0
1783,343,33,3,0
1784,1253,10,53,0
1785,1885,10,37,0
1786,2195,34,32,0
1787,1935,49,38,1
1788,162,9,43,0
1789,1749,23,34,0
1790,2530,35,57,0
1791,2087,39,29,0
1792,1945,33,31,1
1793,1747,11,40,0
1794,2530,48,38,0
1795,1600,27,1,0
1796,1175,25,25,0
1797,2300,47,43,0
1798,770,30,39,0
1799,2122,6,8,0
1800,394,8,20,0
1801,2586,43,4,0
1802,1593,29,49,1
1803,942,13,17,0
1804,1993,13,56,0
1805,1464,32,11,0
1806,1901,13,16,1
1807,1750,22,8,0
1808,2017,8,7,0
1809,1873,28,35,1
1810,2615,39,9,1
1811,2377,14,59,0
1812,2022,1,41,0
1813,591,7,27,1
1814,142,44,1,0
1815,1415,16,44,0
1816,2135,37,40,1
1817,1169,28,31,0
1818,117,5,4,0
1819,2875,24,14,0
1820,1121,25,25,1
1821,2020,9,42,1
1822,2519,20,38,0
1823,1854,22,36,0
1824,818,14,40,0
1825,1292,21,11,0
1826,1829,40,32,1
1827,2526,43,53,0
1828,203,28,11,0
1829,334,8,27,1
1830,333,4,17,0
1831,2853,33,59,0
1832,2150,48,25,0
1833,2679,41,1,1
1834,295,37,42,0
1835,1175,11,52,1
1836,1854,7,11,1
1837,274,25,17,0
1838,1965,11,26,0
1839,2303,36,16,1
1840,2506,41,45,1
1841,2908,29,36,1
1842,1552,11,49,0
1843,1366,27,50,0
1844,2524,2,33,1
1845,571,43,31,0
1846,1429,11,42,1
1847,1684,10,4,0
1848,356,49,51,1
1849,928,15,47,0
1850,426,32,28,0
1851,1856,22,59,1
1852,1819,32,18,0
1853,625,40,42,0
1854,1145,42,46,1
1855,2584,43,57,0
1856,1048,4,40,0
1857,522,25,2,1
1858,1740,29,37,0
1859,1609,11,37,0
1860,742,19,3,0
1861,1037,22,35,0
1862,1038,34,40,0
1863,1087,46,32,0
1864,1096,18,5,0
1865,2338,45,23,1
1866,1099,30,58,0
1867,411,20,4,0
1868,1390,19,35,0
1869,380,6,10,0
1870,5,27,37,0
1871,2160,19,10,0
1872,2720,7,15,0
1873,1677,24,55,1
1874,1221,10,2,0
1875,1790,17,7,0
1876,124,29,21,0
1877,965,20,41,1
1878,2031,27,14,1
1879,1278,43,32,0
1880,2523,44,55,0
1881,2450,1,48,1
1882,156,43,47,0
1883,984,10,58,0
1884,1268,34,51,0
1885,327,20,25,0
1886,1854,11,7,0
1887,1968,4,24,1
1888,1169,20,17,0
1889,2446,6,31,0
1890,2531,29,17,0
1891,756,47,6,0
1892,2208,10,34,0
1893,115,27,39,1
1894,578,40,13,0
1895,1523,9,34,0
1896,2113,27,2,1
1897,848,32,17,0
1898,1956,7,39,0
1899,2374,9,41,0
1900,2401,7,54,1
1901,2189,45,5,0
1902,493,49,12,0
1903,2311,10,52,0
1904,240,36,43,0
1905,325,45,40,0
1906,2804,2,55,1
1907,2149,32,23,0
1908,506,11,16,1
1909,1380,39,50,0
1910,331,32,6,0
1911,1728,39,20,0
1912,2420,47,48,0
1913,1015,38,50,0
1914,2678,19,31,0
1915,396,3,14,0
1916,1846,40,57,1
1917,2007,48,29,0
1918,940,10,58,0
1919,522,42,51,1
1920,1564,36,34,0
1921,2723,19,30,0
1922,981,8,37,0
1923,710,31,4,0
1924,2926,12,24,1
1925,2830,34,42,1
1926,965,9,2,0
1927,1420,36,46,0
1928,116,49,11,0
1929,1961,46,38,1
1930,523,4,27,0
1931,655,33,8,1
1932,957,10,23,0
1933,1710,30,58,0
1934,2223,8,16,0
1935,2528,24,43,0
1936,952,12,33,1
1937,1093,42,40,0
1938,1588,22,42,0
1939,1470,33,43,0
1940,1456,11,47,0
1941,406,28,55,0
1942,428,41,52,0
1943,1230,37,29,0
1944,2622,43,59,0
1945,1746,38,36,1
1946,211,17,8,0
1947,2850,15,52,0
1948,1850,22,47,1
1949,577,22,21,1
1950,721,5,25,0
1951,1087,32,16,0
1952,387,26,14,0
1953,1395,40,40,1
1954,1373,15,22,0
1955,2504,21,44,0
1956,393,44,55,0
1957,2996,9,1,0
1958,616,10,25,0
1959,1783,25,58,0
1960,2838,8,47,0
1961,1230,25,27,0
1962,1822,19,7,0
1963,2817,40,16,0
1964,2042,2,51,0
1965,1666,13,43,0
1966,789,16,50,0
1967,909,12,18,0
1968,2713,17,4,0
1969,2317,22,59,0
1970,2092,40,18,0
1971,492,41,17,1
1972,2886,8,59,0
1973,2170,4,36,1
1974,1643,48,56,1
1975,64,39,50,0
1976,628,38,5,0
1977,1403,49,31,1
1978,2926,10,34,0
1979,2205,24,57,1
1980,2850,43,21,0
1981,2270,8,5,0
1982,468,7,52,0
1983,1617,3,3,1
1984,1800,45,23,0
1985,194,23,30,1
1986,250,19,1,0
1987,581,24,36,0
1988,2742,4,45,1
1989,683,11,45,0
1990,1056,1,31,1
1991,1250,10,5,0
1992,1394,22,23,0
1993,1329,17,17,0
1994,1769,43,54,0
1995,2857,10,4,0
1996,153,28,41,1
1997,526,15,32,0
1998,1161,38,55,0
1999,2670,25,17,1
2000,2214,40,7,0
2001,1162,3,50,0
2002,532,6,23,0
2003,463,31,39,0
2004,1978,2,15,0
2005,48,42,1,0
2006,2453,23,56,1
2007,1460,19,18,0
2008,243,2,6,1
2009,2900,3,19,0
2010,2577,16,50,0
2011,2652,22,45,0
2012,345,32,41,0
2013,1385,1,9,0
2014,2172,48,50,0
2015,771,22,44,1
2016,2872,32,33,1
2017,340,49,41,0
2018,2208,21,20,1
2019,2579,26,12,1
2020,2939,9,25,1
2021,920,32,40,0
2022,1718,14,26,1
2023,2866,45,21,0
2024,271,34,3,0
2025,159,4,28,0
2026,2131,7,41,0
2027,1190,29,27,0
2028,2362,29,5,1
2029,1794,27,53,0
2030,1822,43,8,0
2031,2738,39,42,0
2032,77,1,7,0
2033,2041,36,20,1
2034,401,24,12,0
2035,1004,28,13,1
2036,650,43,7,0
2037,2304,20,16,0
2038,526,24,7,1
2039,548,7,46,1
2040,1820,48,39,0
2041,759,44,36,0
2042,896,45,52,0
2043,2757,38,8,0
2044,2889,2,24,0
2045,1601,22,11,0
2046,744,18,47,0
2047,987,49,20,0
2048,1877,40,41,0
2049,2217,30,59,0
2050,2151,17,45,0
2051,97,37,55,0
2052,1695,35,10,0
2053,805,38,35,0
2054,226,29,28,0
2055,1706,16,48,0
2056,2872,21,3,0
2057,1737,10,11,1
2058,570,5,11,0
2059,2887,3,40,0
2060,2458,31,58,0
2061,2223,13,10,1
2062,416,16,51,1
2063,2645,20,8,0
2064,2091,32,59,0
2065,1491,7,32,0
2066,1398,4,31,1
2067,2938,15,41,1
2068,2072,6,4,0
2069,1892,26,33,0
2070,1951,40,35,0
2071,2904,45,23,0
2072,2012,20,30,0
2073,2790,32,21,0
2074,1103,21,51,0
2075,1528,24,25,1
2076,944,5,6,0
2077,671,45,56,1
2078,1307,24,31,1
2079,1046,31,38,0
2080,1013,45,20,0
2081,595,47,59,0
2082,1874,10,8,0
2083,2196,46,17,0
2084,1484,22,42,0
2085,2580,7,30,0
2086,2050,17,28,0
2087,2882,27,50,0
2088,1949,39,45,0
2089,2874,45,31,0
2090,2402,25,23,1
2091,288,41,55,1
2092,831,23,33,0
2093,2658,39,29,0
2094,537,36,35,0
2095,531,47,5,0
2096,1714,36,32,0
2097,774,29,42,0
2098,70,44,13,0
2099,2989,24,16,0
2100,43,5,42,0
2101,434,47,20,0
2102,1316,27,21,0
2103,2979,43,46,0
2104,2768,48,41,0
2105,1530,28,8,1
2106,767,43,26,0
2107,588,34,49,0
2108,1675,7,57,1
2109,1277,9,27,0
2110,820,8,29,0
2111,2943,48,45,0
2112,1349,4,24,0
2113,452,12,19,1
2114,96,33,13,0
2115,488,8,59,0
2116,49,4,41,0
2117,1921,34,9,0
2118,839,34,38,1
2119,2738,45,11,0
2120,1409,47,22,1
2121,1424,41,37,0
2122,2396,17,54,0
2123,2086,26,57,0
2124,1820,27,11,1
2125,105,39,17,0
2126,594,17,16,1
2127,2023,1,23,1
2128,2070,35,34,0
2129,531,49,5,1
2130,1333,24,35,1
2131,1719,4,52,0
2132,2107,25,28,1
2133,1288,8,28,1
2134,70,40,40,0
2135,872,31,56,1
2136,2775,3,16,1
2137,2162,18,21,0
2138,2860,22,41,0
2139,261,5,11,0
2140,1635,15,12,1
2141,666,23,16,0
2142,2412,10,50,1
2143,2922,23,33,1
2144,2574,39,43,1
2145,838,34,2,0
2146,1488,13,21,1
2147,141,5,15,0
2148,979,12,17,0
2149,1289,45,37,0
2150,2266,21,2,1
2151,571,35,56,0
2152,295,13,3,0
2153,1160,16,18,0
2154,1017,38,30,0
2155,579,32,40,0
2156,1672,47,56,0
2157,2255,28,36,0
2158,2581,5,13,0
2159,2276,45,15,0
2160,2578,15,38,0
2161,418,15,23,0
2162,1802,43,29,0
2163,2124,37,36,0
2164,2310,20,59,0
2165,115,43,34,1
2166,1099,14,39,0
2167,510,27,36,0
2168,997,34,44,1
2169,19,44,35,1
2170,748,16,47,0
2171,560,6,47,1
2172,194,35,45,0
2173,1352,39,2,0
2174,2305,35,39,1
2175,1059,3,55,1
2176,726,33,55,0
2177,1526,24,21,0
2178,432,1,2,1
2179,1479,44,21,0
2180,1687,19,58,1
2181,847,24,35,0
2182,2716,43,15,0
2183,2082,11,56,1
2184,2409,44,53,0
2185,1038,47,45,0
2186,747,17,10,0
2187,1406,32,19,0
2188,1081,26,30,0
2189,1698,26,17,0
2190,814,31,30,0
2191,56,42,21,1
2192,1989,37,1,1
2193,1932,8,15,0
2194,1147,9,5,0
2195,1850,18,25,0
2196,1656,27,26,1
2197,768,5,45,0
2198,947,10,15,0
2199,1611,17,56,0
2200,464,41,34,0
2201,2031,45,50,1
2202,1229,6,52,0
2203,248,6,6,0
2204,756,40,38,0
2205,312,46,15,1
2206,1998,5,59,0
2207,1005,3,31,0
2208,2687,37,53,0
2209,2845,31,20,0
2210,1798,19,53,0
2211,1334,36,58,0
2212,703,43,12,0
2213,1142,16,23,0
2214,2624,30,35,0
2215,426,30,30,1
2216,413,37,44,0
2217,1347,16,37,1
2218,2339,36,34,0
2219,248,48,57,0
2220,2472,38,27,1
2221,2314,24,1,1
2222,844,8,15,0
2223,352,45,51,1
2224,2804,1,14,1
2225,1957,3,36,0
2226,998,12,47,1
2227,2036,44,47,1
2228,207,43,6,0
2229,2390,9,26,1
2230,1413,41,37,0
2231,1796,29,45,0
2232,1867,28,13,0
2233,1747,46,29,0
2234,194,4,36,1
2235,2248,45,49,1
2236,1392,7,16,0
2237,1954,9,33,1
2238,2664,26,12,0
2239,2210,2,45,0
2240,1653,25,4,0
2241,839,2,11,0
2242,383,3,24,0
2243,464,15,5,0
2244,2369,24,13,0
2245,1944,16,44,1
2246,2338,47,50,0
2247,2126,40,27,0
2248,2440,5,9,0
2249,1670,38,18,0
2250,52,1,58,0
2251,439,37,59,1
2252,2128,16,59,0
2253,1882,18,33,0
2254,424,7,54,0
2255,441,21,22,0
2256,2328,30,1,0
2257,1318,19,48,0
2258,2455,43,41,0
2259,2478,23,6,0
2260,2898,5,6,0
2261,1607,37,33,1
2262,2005,21,30,0
2263,526,32,52,0
2264,2499,19,57,0
2265,2660,35,38,0
2266,1719,20,8,0
2267,223,11,19,0
2268,1730,7,38,1
2269,1613,27,52,0
2270,580,20,29,0
2271,468,49,48,0
2272,2395,15,1,0
2273,1165,13,16,0
2274,2054,41,7,0
2275,580,2,15,0
2276,2526,18,39,1
2277,1060,8,47,1
2278,2503,10,11,0
2279,938,48,27,0
2280,2568,45,1,1
2281,2360,37,3,0
2282,2718,44,1,0
2283,1370,37,48,0
2284,1420,49,57,0
2285,146,43,58,1
2286,397,10,4,0
2287,1830,17,48,1
2288,495,39,44,0
2289,1997,39,53,0
2290,531,14,43,1
2291,2815,40,49,0
2292,2255,22,57,0
2293,2034,9,42,1
2294,1627,43,51,1
2295,1035,41,5,0
2296,2812,21,49,0
2297,2374,45,3,0
2298,2440,2,4,0
2299,934,7,15,0
2300,1862,32,44,0
2301,1731,14,40,0
2302,2939,22,40,1
2303,193,34,15,0
2304,2525,4,7,0
2305,754,16,9,0
2306,2382,12,10,1
2307,1904,28,45,0
2308,280,14,44,0
2309,444,31,5,0
2310,2966,18,18,0
2311,2026,17,14,0
2312,63,48,33,0
2313,2186,33,47,1
2314,2630,16,8,0
2315,1048,16,27,0
2316,808,3,52,0
2317,2319,23,38,1
2318,2569,21,35,0
2319,2205,25,23,0
2320,2748,16,39,0
2321,1648,24,16,0
2322,1834,17,11,1
2323,128,49,43,0
2324,531,9,51,0
2325,2513,17,18,0
2326,795,15,19,1
2327,716,42,7,1
2328,2128,24,9,1
2329,879,22,41,0
2330,1115,3,42,0
2331,425,36,2,0
2332,2913,32,28,0
2333,1246,38,34,0
2334,1173,4,2,0
2335,2449,22,44,0
2336,2044,43,32,0
2337,1224,35,34,1
2338,738,14,48,0
2339,1285,48,9,0
2340,535,35,2,0
2341,2449,34,23,0
2342,1933,14,58,0
2343,1615,45,28,0
2344,2535,38,49,0
2345,272,37,1,0
2346,2892,25,29,0
2347,2941,36,5,0
2348,150,47,42,0
2349,2457,3,24,0
2350,1353,25,42,1
2351,1719,8,17,0
2352,601,40,31,1
2353,401,3,4,0
2354,605,44,21,0
2355,2732,19,57,0
2356,873,44,43,0
2357,1318,23,53,0
2358,351,16,39,0
2359,2689,14,48,0
2360,209,23,53,0
2361,2544,6,45,0
2362,2174,23,52,0
2363,2670,42,19,1
2364,1715,35,15,1
2365,2330,24,14,0
2366,2494,36,33,1
2367,416,9,40,1
2368,2149,28,27,0
2369,1345,47,25,0
2370,32,25,42,1
2371,2899,4,29,1
2372,2490,1,7,0
2373,1284,23,19,0
2374,1873,6,28,0
2375,1538,42,59,1
2376,2998,32,17,0
2377,309,20,54,0
2378,1542,2,14,0
2379,2182,44,58,0
2380,1983,21,23,0
2381,1259,4,47,0
2382,952,14,28,0
2383,2179,23,59,0
2384,565,1,56,1
2385,1308,10,35,0
2386,413,12,6,0
2387,515,42,38,0
2388,2639,21,57,0
2389,544,1,40,0
2390,2952,23,20,0
2391,1067,39,29,0
2392,497,18,59,0
2393,1168,40,46,0
2394,2533,40,1,0
2395,2962,12,58,1
2396,1291,29,38,0
2397,438,11,39,0
2398,87,3,17,1
2399,1931,16,14,1
2400,181,49,22,0
2401,2755,19,39,0
2402,1044,35,50,0
2403,2506,43,5,0
2404,376,31,28,0
2405,568,7,8,0
2406,2897,12,16,0
2407,110,39,29,0
2408,2201,41,43,1
2409,1012,9,22,1
2410,2346,39,29,1
2411,648,14,59,0
2412,987,46,3,1
2413,925,34,14,0
2414,2080,38,56,1
2415,1162,49,14,0
2416,1392,39,29,0
2417,890,34,52,0
2418,794,44,49,0
2419,2164,11,38,0
2420,91,32,59,0
2421,644,49,30,1
2422,1506,20,54,0
2423,2100,12,33,0
2424,954,33,32,0
2425,1760,39,22,0
2426,1851,7,44,0
2427,2362,16,52,0
2428,968,35,33,1
2429,780,41,26,0
2430,2860,19,50,1
2431,904,18,35,1
2432,2967,25,30,0
2433,1441,11,42,1
2434,2844,36,27,0
2435,1834,7,52,0
2436,2312,49,13,0
2437,1843,20,41,1
2438,601,29,6,0
2439,85,6,49,1
2440,2039,44,1,0
2441,557,43,28,0
2442,1579,19,53,0
2443,828,18,55,1
2444,1603,1,25,0
2445,316,48,14,0
2446,1586,31,3,0
2447,2378,48,36,0
2448,2132,10,51,0
2449,2853,29,30,1
2450,50,13,19,0
2451,2231,25,8,0
2452,2080,44,32,0
2453,522,40,7,0
2454,1750,44,29,1
2455,1275,32,42,0
2456,987,44,7,1
2457,282,23,56,1
2458,772,30,58,1
2459,2413,9,37,0
2460,2434,48,18,1
2461,1784,10,48,1
2462,2951,34,53,0
2463,1240,32,46,0
2464,2066,1,24,1
2465,1351,27,35,1
2466,1157,13,9,1
2467,1397,4,19,0
2468,2612,33,2,0
2469,2709,14,41,0
2470,2936,10,27,0
2471,2456,17,58,0
2472,2937,18,26,1
2473,2906,21,26,1
2474,2076,19,48,0
2475,935,44,45,1
2476,2528,4,39,0
2477,2293,8,3,0
2478,80,40,37,0
2479,441,7,27,0
